{34535}abiguominyinhang 阿比国民银行
{33759}beidongyutai 被动语态
{33802}beiduiqiquan 备兑期权
{33801}beiduirengouqiquan 备兑认购期权
{33800}beiduirenguquanzheng 备兑认股权证
{33844}beiergenyinhang 卑尔根银行
{33838}beifangchuangye 北方创业
{33837}beifanggufen 北方股份
{33836}beifangguoji 北方国际
{33835}beifangtianniao 北方天鸟
{33799}beifukuanxiang 备付款项
{33798}beifushuixiang 备付税项
{33758}beigaosuozaidi 被告所在地
{33757}beigaozhusuodi 被告住所地
{33843}beiguanzhuyi 悲观主义
{33834}beihaigang 北海港
{33833}beihaiguofa 北海国发
{33786}beihoude 背后的
{33756}beijianbinggongsi 被兼并公司
{33755}beijieguangongsi 被接管公司
{33754}beijieshiwei 被解释为
{33753}beijieyongzhengquan 被借用证券
{33785}beijing 背景
{33832}beijingbashi 北京巴士
{33784}beijingcailiao 背景材料
{33831}beijingchengjian 北京城建
{33830}beijingchengxiang 北京城乡
{33783}beijingdiaocha 背景调查
{33829}beijingfenhang 北京分行
{33782}beijingjishu 背景技术
{65287}beijingjuxingde 北京举行的
{33828}beijinglvyou 北京旅游
{33827}beijingshihaidianqujimenqiaoxituchengluhao 北京市海淀区蓟门桥西土城路号
{33842}beijunweizuishengzhe 悲均为最胜者
{33752}beikongqinquanren 被控侵权人
{33751}beikongqinquanwu 被控侵权物
{33750}beikongzhigongsi 被控制公司
{33826}beikuangcicai 北矿磁材
{33774}beilun 悖论
{33825}beioutouziyinhang 北欧投资银行
{33824}beiouyinhang 北欧银行
{33749}beipangougongsi 被盘购公司
{33748}beipizhun 被批准
{33747}beipochushou 被迫出售
{33746}beiqinquanren 被侵权人
{33745}beiqingqiufang 被请求方
{33744}beiqingqiuren 被请求人
{33743}beiqingqiurensuozaidi 被请求人所在地
{33823}beirengufen 北人股份
{33741}beirenhunxiao 被人混淆
{33740}beirenmen 被人们
{33739}beirenweichehui 被认为撤回
{33738}beirenweishi 被认为是
{33737}beirenweiweitijiao 被认为未提交
{33736}beirenweiweitijiaobaocang 被认为未提交保藏
{33735}beirenweiweiyaoqiu 被认为未要求
{65226}beiruite 贝瑞特
{33734}beishanchushuzi 被删除数字
{33822}beishengyaoye 北生药业
{33733}beishiwei 被视为
{33732}beishouyuzhuanliquan 被授予专利权
{33781}beishu 背书
{33776}beishuci 倍数词
{33780}beishufei 背书费
{33779}beishupiaoju 背书票据
{33778}beishuren 背书人
{33777}beishuzhaiquan 背书债券
{33775}beishuzuoyong 倍数作用
{33817}beita 贝塔
{33731}beitade 被他的
{33815}beitafengxian 贝塔风险
{33814}beitafengxianxishuceding 贝塔风险系数测定
{33818}beitaxishu 贝他系数
{33813}beitaxishu 贝塔系数
{33816}beitayugupiaoxiangguan 贝塔与股票相关
{33730}beitao 被套
{33729}beitongzhizhanghu 被统制账户
{33728}beituifan 被推翻
{33727}beituifanqudai 被推翻取代
{33797}beiwangfenlu 备忘分录
{33796}beiwanglu 备忘录
{33794}beiwangzhanghu 备忘账户
{33795}beiwangzhangxiang 备忘帐项
{33726}beiweifuren 被委付人
{33725}beiweituofang 被委托方
{33724}beiweituoren 被委托人
{33841}beiwentiwenzi 碑文体文字
{33723}beixiaomie 被消灭
{33821}beixinjiancai 北新建材
{33722}beixukeren 被许可人
{33721}beixukeshishizhuanliren 被许可实施专利人
{33793}beixuanfangan 备选方案
{33820}beiya 北亚
{33720}beiyizhidexuqiu 被抑制的需求
{33792}beiyongdaikuan 备用贷款
{33791}beiyongfei 备用费
{33790}beiyongxianjin 备用现金
{33789}beiyongxindai 备用信贷
{33788}beiyongxinyongzheng 备用信用证
{33787}beiyongzhuijiabuzhujin 备用追加补助金
{33719}beizhapiandetouzizhe 被詐騙的投資者
{33718}beizhengshidexingshi 被证实的形式
{33717}beizhuanyidechanquan 被转移的产权
{33715}benan 本案
{33714}benbenzhuyi 本本主义
{33713}benbohuijueding 本驳回决定
{33712}bencifaxing 本次发行
{33711}bendanwei 本单位
{33709}bendichanliang 本地产量
{33707}bendichanpinchukou 本地產品出口
{33708}bendichanpinchukouzonge 本地产品出口总额
{33706}bendichengben 本地成本
{33705}bendichengfupiao 本地承付票
{33704}bendidaibiaobanshichu 本地代表办事处
{33702}bendidongshi 本地董事
{33701}bendifenhang 本地分行
{33700}bendifuzhai 本地負債
{33699}bendigupiao 本地股票
{33698}bendihua 本地话
{33697}bendihuipiao 本地匯票
{33696}bendihuobi 本地货币
{33695}bendihuobigongyingliang 本地貨幣供應量
{33694}bendijiagongjiazhichengfen 本地加工价值成分
{33693}bendijuminshengchanzongzhi 本地居民生产总值
{33692}bendilundunjinshi 本地伦敦金市
{33691}bendineibushuishou 本地內部稅收
{33690}bendineibuxuqiu 本地內部需求
{33689}bendineibuxuqiupingjian 本地內部需求平減
{33688}bendishengchanzongzhi 本地生产总值
{33703}benditekuan 本地貸款
{33687}benditongzhang 本地通胀
{33686}benditongzhangyali 本地通胀压力
{33685}bendiyinhangfukuanlingpiao 本地银行付款令票
{33684}bendiyuyan 本地语言
{33683}bendizhuceyinhang 本地注册银行
{33682}benfaming 本发明
{33681}bengangban 本钢板
{33680}bengangbancai 本钢板材
{33679}bengangyinhangtongyedecun 本港银行同业的存
{33678}bengangyinhangtongyetouzhi 本港银行同业透支
{33677}benguobufenyouxianquan 本国部分优先权
{33676}benguoduoxiangyouxianquan 本国多项优先权
{33675}benguohuobi 本国货币
{33674}benguohuobijingjiyewu 本国货币经济业务
{33673}benguohuobiyewu 本国货币业务
{33672}benguoyouxianquan 本国优先权
{33671}benguoyouxianquanshenchajiludan 本国优先权审查记录单
{33670}benguoyouxianquanshuju 本国优先权数据
{33669}benguoyu 本国语
{33666}benji 本籍
{33668}benjigou 本机构
{33667}benjijin 本基金
{33665}benjishulingyu 本技术领域
{33664}benjin 本金
{33663}benjinanquan 本金安全
{33662}benjinhelixi 本金和利息
{33661}benjinshouyifenpei 本金收益分配
{33660}benjinzhi 本金值
{33659}benjueding 本决定
{33658}benleida 本垒打
{33657}benlingyu 本领域
{33656}benlingyujishurenyuan 本领域技术人员
{33655}benlingyuputongjishurenyuan 本领域普通技术人员
{33654}benmingnian 本命年
{33653}bennenglun 本能论
{33652}benniandu 本年度
{33651}bennianneidaoqidechangqi 本年内到期的长期
{33619}benniaoxianfei 笨鸟先飞
{33650}benpiao 本票
{33649}benqichenmozhi 本期沉没值
{33648}benqijingsunshi 本期净损失
{33647}benqijingsunyi 本期净损益
{33646}benqishouyilv 本期收益率
{33645}benqisunyi 本期损益
{33644}benqiyingyu 本期盈余
{33643}benren 本人
{33642}benrenweituoren 本人委托人
{33640}benshendeyewu 本身的業務
{33641}benshenqing 本申请
{33639}benshenwusuowei 本身无所谓
{33638}benshi 本实
{33637}benshiyongxinxing 本实用新型
{33636}benti 本体
{33635}bentongzhi 本通知
{33634}bentongzhishu 本通知书
{33633}bentu 本土
{33632}bentushichang 本土市场
{33631}bentutouhang 本土投行
{33630}bentuyoushi 本土优势
{33629}bentuzuijia 本土最佳
{33628}benwaiguansheji 本外观设计
{33627}benxi 本息
{33716}benxiaokang 奔小康
{33626}benyi 本义
{33625}benzhuanli 本专利
{33624}benzhuanlichanpin 本专利产品
{33623}benzhuanlifangfa 本专利方法
{33622}benzhuanlishenqing 本专利申请
{33621}benzuyu 本族语
{33620}benzuyuci 本族语词
{33616}bengji 蹦极
{33618}bengkui 崩溃
{33617}bengpan 崩盘
{33524}bidagelasi 毕达哥拉斯
{33601}bidu 比读
{33512}biduan 弊端
{33600}biduizhuanzhangbaogao 比对转帐报告
{33614}bifuyin 鼻辅音
{33520}biguanzishoujingji 闭关自守经济
{33613}bihuayin 鼻化音
{33612}bihuayuanyin 鼻化元音
{33599}bijia 比价
{33598}bijiao 比较
{33597}bijiaobeiguan 比较悲观
{33596}bijiaocaiwubaobiao 比较财务报表
{33595}bijiaofa 比较法
{33594}bijiaohuibaolv 比较回报率
{33588}bijiaoji 比较级
{33590}bijiaojishupiandi 比较基数偏低
{33589}bijiaojishupiangao 比较基数偏高
{33587}bijiaojingjixue 比较经济学
{33593}bijiaokuaiji 比较会计
{33592}bijiaokuaijibaobiao 比较会计报表
{33591}bijiaokuaijixue 比较会计学
{33585}bijiaoli 比较例
{33586}bijiaoliyi 比较利益
{33584}bijiaopingwen 比较平稳
{33583}bijiaorongyichuli 比较容易处理
{33582}bijiaoyinbiao 比较音标
{33581}bijiaoyoushi 比较优势
{33580}bijiaoyouxian 比较有限
{33579}bijiaoyufa 比较语法
{33578}bijiaoyuwenxue 比较语文学
{33577}bijiaoyuyanxue 比较语言学
{33576}bijiaozhexue 比较哲学
{33519}bijinsiyin 闭近似音
{33572}bilibilv 比例比率
{33571}bilibiao 比例表
{33570}bilichidu 比例尺度
{33569}bilifenpeifa 比例分配法
{33568}bilipeishou 比例配售
{33575}bilishifalang 比利时法郎
{33574}bilishifutongyinhang 比利时富通银行
{33573}bilishilianheyinhang 比利时联合银行
{33567}bilixieyue 比例协约
{33566}biliyuegao 比例越高
{33518}bilianyin 闭连音
{33551}bilu 笔录
{33565}bilv 比率
{33564}bilvfenxi 比率分析
{33523}bimaweikuaijishishi 毕马威会计师事
{33522}bimaweikuaijishishiwu 毕马威会计师事务
{33517}bimengeng 闭门羹
{33516}bimenyanxun 闭门研讯
{33507}bimianchongfushouquan 避免重复授权
{33506}bimianchongfushouyuzhuanliquan 避免重复授予专利权
{33505}bimianchongfushouyuzhuanliquandetongzhishu 避免重复授予专利权的通知书
{33511}bimianchuxian 避免出现
{33510}bimianshenjisunshiyuanze 避免审级损失原则
{33509}bimianshuangchongkeshui 避免双重课税
{33508}bimianzhelei 避免这类
{33504}binanquan 避难权
{33563}binianchuzengjia 比年初增加
{33611}bipolieyin 鼻破裂音
{33610}biqiang 鼻腔
{33609}biqiangchuzu 鼻腔除阻
{33541}biranchansheng 必然产生
{33540}biranlianxi 必然联系
{33539}biranxing 必然性
{33562}biruwo 比如我
{33515}biseyin 闭塞音
{33561}bishangbuzu 比上不足
{33615}bishangliangshan 逼上梁山
{33560}bishangnian 比上年
{33559}bishangniantongqi 比上年同期
{33558}bishangniantongqizengzhanglv 比上年同期增长率
{33503}bishui 避税
{33502}bishuigang 避税港
{33501}bishuileyuan 避税乐园
{33500}bishuitiantang 避税天堂
{33499}bishuixiangmu 避税项目
{33498}bishuixiaoshou 避税销售
{33521}bisu 毕苏
{33557}bisuo 比索
{33556}bitasi 比塔斯
{33550}biwu 笔误
{33497}bixianxiaoguo 避险效果
{33529}bixudebuce 必需的簿册
{33528}bixudepingdan 必需的凭单
{33538}bixugoumai 必须购买
{33537}bixujiakuai 必须加快
{33536}bixujianlizai 必须建立在
{33535}bixupin 必须品
{33534}bixushinengying 必须是能应
{33533}bixuyaofuchu 必须要付出
{33532}bixuyaoyou 必须要有
{33531}bixuyaozhuyideshi 必须要注意的是
{33530}bixuzunshou 必须遵守
{33608}biyanbu 鼻咽部
{33527}biyaohuibaolv 必要回报率
{33526}biyaojishutezheng 必要技术特征
{33525}biyaoshi 必要时
{33549}biyi 笔译
{33548}biyirenyuan 笔译人员
{33607}biyin 鼻音
{33606}biyinduikouyin 鼻音对口音
{33605}biyinhua 鼻音化
{33604}biyinhuade 鼻音化的
{33603}biyinhuaxiaoshi 鼻音化消失
{33514}biyinjie 闭音节
{33555}biyu 比喻
{33554}biyufoweitaiyangzhiyu 比喻佛为太阳之语
{33513}biyuanyin 闭元音
{33602}biyuanyin 鼻元音
{33547}bizhi 币值
{33546}bizhibiandong 币值变动
{33543}bizhigaige 币制改革
{33544}bizhihua 币值化
{33545}bizhitiaozhengyinsu 币值调整因素
{33542}bizhong 币种
{33553}bizhongdadao 比重达到
{33552}bizuotian 比昨天
{33468}bianbiaoji 编表机
{33467}bianbiaoren 编表人
{33368}bianbushijiegedi 遍布世界各地
{33438}bianchan 变产
{33437}bianchanqingpan 变产清盘
{33436}bianchanqingsuanbiao 变产清算表
{33435}bianchanzhangmu 变产帐目
{33362}biancheng 辩称
{33496}bianchuzu 边除阻
{33434}biandeweidaqilai 变得伟大起来
{33433}biandong 变动
{33432}biandongchengben 变动成本
{33431}biandongchengbenjisuanfa 变动成本计算法
{33430}biandongchengbenlv 变动成本率
{33429}biandongfanwei 变动范围
{33428}biandongfudu 变动幅度
{33427}biandongjilu 变动记录
{33426}biandongjianjiefeiyong 变动间接费用
{33425}biandonglilv 变动利率
{33424}biandonglilvzhaiquan 变动利率债券
{33423}biandonglv 变动率
{33422}biandongqingqiu 变动请求
{33421}biandongrengongchengben 变动人工成本
{33420}biandongxing 变动性
{33419}biandongyinsu 变动因素
{33418}biandongyusuan 变动预算
{33417}biandongyuanyin 变动原因
{33446}biangenshangle 便跟上了
{33416}biangeng 变更
{33415}biangengchufenjueding 变更处分决定
{33414}biangengchufenjuedingshenpitongzhishu 变更处分决定审批通知书
{33413}biangengdengji 变更登记
{33412}biangengliyou 变更理由
{33411}biangengmiji 变更密级
{33410}biangengshouxu 变更手续
{33409}biangengsuoyouquan 变更所有权
{33408}biangengxiangmu 变更项目
{33407}biangengyuanjueding 变更原决定
{33406}biangengzhuce 变更注册
{33466}bianhao 编号
{33465}bianhaoguize 编号规则
{33405}bianhua 变化
{33404}bianhuaciweibiao 变化词尾表
{33403}bianhuaheguocheng 变化和过程
{33402}bianhuarixin 变化日新
{33401}bianhuan 变换
{33495}bianjibaochou 边际报酬
{33464}bianjicaiwubaobiao 编辑财务报表
{33494}bianjichengben 边际成本
{33493}bianjichengbenjijiafa 边际成本计价法
{33492}bianjichengbenjisuanfa 边际成本计算法
{33491}bianjide 边际的
{33490}bianjifenxi 边际分析
{33462}bianjika 编辑卡
{33463}bianjikuaijibaobiao 编辑会计报表
{33489}bianjikuanmian 边际宽免
{33488}bianjilirun 边际利润
{33487}bianjishouru 边际收入
{33486}bianjishourudengyubianji 边际收入等于边际
{33485}bianjishouyi 边际收益
{33484}bianjishouyilv 边际收益率
{33483}bianjishuijie 边际税阶
{33482}bianjishuilv 边际税率
{33481}bianjixiaoyong 边际效用
{33480}bianjizibenchengben 边际资本成本
{33400}bianjiaotoukebianjiaojudejingtou 变焦头可变焦距的镜头
{33445}bianjiepingzhengjiaogefuwu 便捷凭证交割服务
{33479}bianjingmaoyi 边境贸易
{33367}bianjue 遍觉
{33399}bianliang 变量
{33398}bianliangchouyangfa 变量抽样法
{33361}bianlunyuanze 辩论原则
{33397}bianma 变码
{33461}bianma 编码
{33460}bianmaxingshi 编码形式
{33459}bianmayuan 编码员
{33396}bianmai 变卖
{33353}bianmai 變賣
{33395}bianmaicaichan 变卖财产
{33394}bianmaichanye 变卖产业
{33393}bianmaishizheyujiazhi 变卖时折余价值
{33458}bianpaiguize 编排规则
{33478}bianpolieyin 边破裂音
{33477}bianqinmier 边沁密尔
{33444}bianqushile 便去世了
{33443}bianshizhengyide 便是正义的
{33392}bianshu 变数
{33454}biantajinshu 鞭挞金属
{33391}bianti 变体
{33390}bianwei 变位
{33389}bianxian 变现
{33387}bianxianbilv 变现比率
{33386}bianxiandefeiyongzonge 变现的费用总额
{33385}bianxianheqingchangbiao 变现和清偿表
{33384}bianxianjiazhi 变现价值
{33383}bianxianjingzhi 变现净值
{33382}bianxianliyi 变现利益
{33381}bianxiannengli 变现能力
{33380}bianxiannenglifengxianyichou 变现能力风险溢酬
{33379}bianxiannenglimubiao 变现能力目标
{33378}bianxianxing 变现性
{33377}bianxianyuanze 变现原则
{33388}bianxianzichan 变现资产
{33376}bianxiangzhangjia 变相涨价
{33442}bianxieshidiannao 便携式电脑
{33441}bianxingchengle 便形成了
{33375}bianxingji 变形记
{33374}bianyi 变异
{33453}bianyi 贬义
{33452}bianyichengfen 贬义成分
{33365}bianyichengfen 辨义成分
{33451}bianyihouzhui 贬义后缀
{33450}bianyihua 贬义化
{33476}bianyin 边音
{33475}bianyinduifeibianyin 边音对非边音
{33373}bianyinfu 变音符
{33372}bianyinfuhao 变音符号
{33371}bianyinfuyuanyin 变音符元音
{33474}bianyinqu 边音区
{33370}bianyinwei 变音位
{33369}bianyingfangfa 变应方法
{33439}bianyuchongzu 便于重组
{33473}bianyuanchengfen 边缘成分
{33472}bianyuankexue 边缘科学
{33471}bianyuanquyu 边缘区域
{33470}bianyuanyuyan 边缘语言
{33469}bianyuanyuanyin 边缘元音
{33360}bianzheershiyishi 辩者二十一事
{33364}bianzhengdele 辨证得了
{33359}bianzhengfa 辩证法
{33358}bianzhengfaweixinzhuyi 辩证法唯心主义
{33363}bianzhengguanxi 辨证关系
{33357}bianzhengweiwuzhuyi 辩证唯物主义
{33356}bianzhengweiwuzhuyirenwei 辩证唯物主义认为
{33355}bianzhengweiwuzhuyizhuzhang 辩证唯物主义主张
{33354}bianzhengxing 辩证性
{33447}bianzhi 貶值
{33449}bianzhi 贬值
{33448}bianzhihuobi 贬值货币
{33457}bianzhishangxian 编制上限
{33366}bianzhiyibanshushengzhifofosuoteyouzhishushengdexing 遍指一般殊胜之佛佛所特有之殊胜德性
{33456}bianzhiyusuan 编制预算
{33455}bianzuandezuowen 编纂的作文
{33293}biaocengjiegou 表层结构
{33292}biaocengyufa 表层语法
{33291}biaocengyuyan 表层语言
{33290}biaoda 表达
{33289}biaodabuchu 表达不出
{33288}biaodafa 表达法
{33287}biaodafangshi 表达方式
{33286}biaodashouduan 表达手段
{33285}biaodaxingdongzuo 表达性动作
{33284}biaodazhineng 表达职能
{33352}biaodi 标的
{33351}biaodijiage 标低价格
{33350}biaodianfuhao 标点符号
{33283}biaoge 表格
{33282}biaogedaima 表格代码
{33281}biaogedaimaguize 表格代码规则
{33280}biaogegeshiguize 表格格式规则
{33279}biaogegeshihedaimabiaozhun 表格格式和代码标准
{33278}biaogeguanli 表格管理
{33277}biaogekongzhi 表格控制
{33276}biaogeshuxingma 表格属性码
{33349}biaoji 标记
{33348}biaojichengfen 标记成分
{33347}biaojifuhao 标记符号
{33346}biaojiquan 标记权
{33345}biaojin 标金
{33344}biaojindijia 标金底价
{33275}biaojuci 表句词
{33274}biaojueduoshu 表决多数
{33273}biaojuequan 表决权
{33272}biaomian 表面
{33271}biaomianchangzhainengli 表面偿债能力
{33270}biaomianchizi 表面赤字
{33269}biaomianhehuoren 表面合伙人
{33268}biaomianjiegou 表面结构
{33267}biaomianzifu 表面字符
{33266}biaomingqunian 表明去年
{33343}biaopuzhishu 标普指数
{33342}biaoqian 标签
{33265}biaoquecizhui 表缺词缀
{33295}biaosheng 飙升
{33294}biaosheng 飚升
{33263}biaoshibuman 表示不满
{33262}biaoshichengfen 表示成分
{33340}biaoshidaima 标识代码
{33259}biaoshifenleizhang 表式分类账
{33261}biaoshigupiao 表示股票
{33264}biaoshiti 表始体
{33260}biaoshixingqu 表示兴趣
{33258}biaoshou 表首
{33338}biaoshu 标书
{33257}biaotou 表头
{33256}biaoxian 表现
{33255}biaoxianchu 表现出
{33254}biaoxiandanran 表现淡然
